[00000020] (8.04155, 4.29417) => 7721.18
[00025270] (8.22603, 6.83958) => 1.8177e+06
[00025272] (6.75046, 6.51916) => 255010
[00025275] (6.92817, 6.75958) => 481095
[00025278] (7.65338, 4.68353) => 13789.8
[00025281] (6.60414, 8.34701) => 6.96651e+06
[00025284] (4.33946, 2.53284) => 41.1644
[00025289] (5.10921, 3.30218) => 218.328
[00025292] (9.02106, 6.11857) => 699528
[00025296] (5.10319, 6.75492) => 60452.4
[00025299] (4.69083, 5.92702) => 9517.28
[00025303] (2.99107, 2.49229) => 15.3425
[00025306] (8.8904, 8.23742) => 6.55645e+07
[00025310] (7.72357, 4.77369) => 17304.8
[00025314] (3.31255, 4.59528) => 245.636
[00025318] (3.02267, 4.5115) => 146.988
[00025321] (6.37495, 8.34427) => 5.16147e+06
[00025324] (9.81207, 1.71947) => 50.7346
[00025327] (5.60548, 9.94357) => 2.77901e+07
[00025329] (7.66706, 4.86319) => 20050.2
[00025332] (9.35761, 4.14997) => 10722.7
[00025333] (4.59465, 4.57788) => 1075.75
[00025335] (6.25262, 3.01842) => 252.842
[00025339] (9.22597, 7.65324) => 2.42922e+07
[00025342] (5.0588, 2.83407) => 98.9281
[00025346] (6.66014, 8.04272) => 4.19808e+06
[00025350] (8.41072, 5.90571) => 289598
[00025353] (1.81546, 7.49664) => 87.4032
[00025356] (8.42918, 4.5359) => 15822.3
[00025358] (2.10463, 3.34499) => 12.051
[00025360] (3.4585, 5.04209) => 521.339
[00025363] (7.65701, 5.99077) => 197784
[00025367] (7.52937, 5.59383) => 80248.5
[00025370] (3.13497, 7.00883) => 3006.18
[00025372] (9.01492, 2.85398) => 531.42
[00025374] (3.11494, 2.77111) => 23.3025
[00025379] (1.06344, 2.39891) => 1.15898
[00025384] (3.45672, 4.79319) => 381.872
[00025387] (6.22766, 1.25128) => 9.86098
[00025391] (4.31892, 2.42129) => 34.5487
[00025395] (1.63929, 8.38807) => 63.1757
[00025396] (9.58724, 2.17223) => 135.664
[00025397] (4.44533, 7.47157) => 69320.8
[00025399] (7.0192, 7.65159) => 2.98847e+06
[00025401] (7.02687, 5.93067) => 105164
[00025404] (4.88165, 1.39489) => 9.13003
[00025407] (3.70833, 1.78643) => 10.3943
[00025410] (5.54725, 8.17839) => 1.21718e+06
[00025412] (5.00657, 4.69403) => 1921.61
[00025413] (8.7581, 6.61366) => 1.70914e+06
[00025415] (1.96414, 5.31781) => 36.2276
[00025418] (3.00417, 2.90163) => 24.3321
[00025420] (2.09135, 3.53798) => 13.6039
[00025424] (7.3133, 6.3404) => 301178
[00025426] (1.68755, 2.63617) => 3.97272
[00025427] (3.18302, 7.41884) => 5376.32
[00025431] (5.93775, 6.14953) => 57202
[00025434] (8.3524, 3.10684) => 731.006
[00025437] (4.57837, 1.60911) => 11.5652
[00025439] (3.06251, 1.15284) => 3.63388
[00025441] (8.30442, 8.37608) => 5.01428e+07
[00025446] (2.79524, 8.98676) => 10276.8
[00025449] (9.02452, 1.44804) => 24.182
[00025452] (9.01584, 7.06785) => 5.62141e+06
[00025455] (5.51119, 4.89196) => 4228.04
[00025458] (6.69579, 4.20656) => 2977.05
[00025459] (9.10477, 5.86363) => 421498
[00025461] (5.78741, 1.06522) => 6.48951
[00025463] (1.17843, 1.16943) => 1.21166
[00025465] (2.9534, 5.41441) => 351.981
[00025468] (9.54134, 4.937) => 68601.8
[00025470] (9.81748, 3.08036) => 1136.87
[00025473] (2.89572, 6.07035) => 635.373
[00025479] (4.38361, 7.85299) => 109725
[00025482] (8.60965, 3.82238) => 3748.61
[00025485] (9.92372, 8.13417) => 1.27974e+08
[00025488] (5.75839, 1.15711) => 7.58145
[00025492] (5.78003, 4.61944) => 3308.96
[00025495] (6.63133, 7.67701) => 2.02972e+06
[00025497] (1.73532, 8.42085) => 103.7
[00025501] (5.5289, 7.92099) => 762844
[00025505] (1.53164, 5.82174) => 11.9654
[00025510] (1.22085, 2.52912) => 1.65644
[00025513] (6.03078, 9.45497) => 2.39007e+07
[00025516] (3.08451, 2.94663) => 27.6344
[00025520] (2.62253, 5.54161) => 209.114
[00025524] (5.56231, 4.47115) => 2148.56
[00025527] (5.80398, 1.46807) => 13.2192
[00025531] (4.19186, 2.90588) => 64.3638
[00025532] (9.88927, 7.58815) => 3.56003e+07
[00025535] (2.31928, 2.9387) => 11.8486
[00025538] (6.77754, 3.79324) => 1420.55
[00025539] (3.35519, 3.55044) => 73.5402
[00025541] (4.45327, 9.24489) => 993035
[00025544] (2.08709, 4.08298) => 20.169
[00025548] (6.14918, 3.95567) => 1319.16
[00025552] (4.65408, 5.21776) => 3052.06
[00025556] (3.24079, 4.87374) => 308.161
[00025559] (9.08018, 1.63718) => 37.0313
[00025561] (3.87445, 6.64274) => 8078.36
[00025564] (4.44173, 5.38287) => 3059.78
[00025567] (8.89358, 2.43772) => 205.865
[00025572] (3.05013, 6.27016) => 1088.31
[00025575] (9.69259, 2.83425) => 624.905
[00025577] (5.63507, 9.566) => 1.52443e+07
[00025581] (4.94425, 4.97261) => 2828.1
[00025583] (8.56653, 5.19027) => 69423.8
[00025586] (8.18355, 8.96468) => 1.52839e+08
[00025587] (8.34645, 4.73005) => 22842.7
[00025590] (7.37271, 8.71697) => 3.65662e+07
[00025592] (7.03536, 2.3659) => 101.064
[00025593] (9.62078, 3.7108) => 4451.38
[00025596] (9.93655, 9.82673) => 6.30319e+09
[00025599] (5.90776, 5.47827) => 16829.3
[00025600] (4.70921, 1.62759) => 12.4533
[00025617] (5.06551, 3.01541) => 133.269
[00025632] (4.57767, 4.38717) => 791.336
[00025638] (8.9517, 5.55224) => 192845
[00025642] (4.17698, 1.74012) => 12.033
[00025645] (6.66315, 6.89216) => 475263
[00025648] (6.02483, 9.56634) => 2.89215e+07
[00025653] (2.68401, 8.81034) => 5994.24
[00025656] (9.11901, 9.37507) => 9.9903e+08
[00025661] (4.31399, 5.92428) => 5770.34
[00025663] (8.67624, 3.29908) => 1246.31
[00025667] (4.67253, 5.32042) => 3650.02
[00025670] (8.32157, 2.04874) => 76.7817
[00025672] (4.1991, 5.58669) => 3029.59
[00025674] (6.61563, 1.33731) => 12.513
[00025678] (7.25957, 8.46753) => 1.94891e+07
[00025681] (2.54498, 5.65994) => 197.765
[00025682] (4.95947, 4.82522) => 2267.93
[00025683] (2.34844, 3.233) => 15.8026
[00025684] (9.46687, 4.49986) => 24705.3
[00025686] (3.5102, 6.83431) => 5332.99
[00025689] (1.79218, 6.58062) => 46.4951
[00025692] (3.25281, 3.7787) => 86.233
[00025695] (3.48684, 8.29598) => 31622.9
[00025699] (5.93752, 3.62809) => 640.785
[00025701] (3.6745, 8.90164) => 107446
[00025703] (9.73129, 3.09981) => 1156.48
[00025704] (4.26911, 7.61693) => 63276
[00025706] (9.50007, 5.05075) => 86747.9
[00025709] (5.89772, 1.0932) => 6.95848
[00025711] (6.38372, 5.54259) => 28986.6
[00025717] (4.94205, 2.85406) => 95.5994
[00025720] (7.11503, 8.87996) => 3.69232e+07
[00025727] (7.70878, 6.05826) => 236366
[00025731] (6.50324, 4.6222) => 5733.84
[00025734] (3.68822, 5.10796) => 785.74
[00025738] (4.11157, 6.59447) => 11195.8
[00025741] (2.35043, 9.53076) => 3446.04
[00025744] (7.40095, 3.4507) => 999.204
[00025747] (6.68292, 6.12208) => 112333
[00025750] (2.40291, 7.18038) => 541.797
[00025753] (7.43606, 8.9376) => 6.13362e+07
[00025755] (4.35242, 5.79308) => 5014.4
[00025758] (8.79468, 7.2255) => 6.64448e+06
[00025761] (5.02363, 9.12533) => 2.49469e+06
[00025762] (8.00109, 2.18634) => 94.3171
[00025765] (3.56503, 8.01213) => 26497.8
[00025767] (9.0178, 9.70993) => 1.87913e+09
[00025769] (2.06533, 5.67213) => 61.1867
[00025772] (9.54327, 6.32176) => 1.56104e+06
[00025775] (5.18935, 9.19053) => 3.73479e+06
[00025779] (2.13971, 7.92953) => 416.446
[00025784] (1.53879, 2.14993) => 2.52595
[00025787] (9.96547, 5.78674) => 599851
[00025789] (6.70127, 7.83547) => 2.97391e+06
[00025791] (7.4127, 9.78196) => 3.23652e+08
[00025792] (9.17694, 2.45264) => 229.693
[00025793] (4.29083, 6.65286) => 16151.2
[00025796] (7.83331, 1.25748) => 13.3082
[00025798] (7.56392, 9.36084) => 1.68192e+08
[00025806] (8.99946, 9.34033) => 8.17899e+08
[00025810] (4.89793, 5.50916) => 6329.85
[00025814] (3.21522, 4.9929) => 340.763
[00025817] (9.49137, 5.56064) => 272004
[00025820] (5.02906, 3.73091) => 414.174
[00025823] (7.54247, 6.2604) => 311591
[00025827] (9.21232, 7.05638) => 6.38198e+06
[00025831] (2.03253, 9.11411) => 641.924
[00025835] (1.82499, 8.93303) => 215.702
[00025838] (3.7328, 7.12257) => 11867.4
[00025842] (6.90347, 2.04675) => 52.1624
[00025846] (4.20855, 8.05663) => 106759
[00025851] (1.52647, 9.8224) => 63.7165
[00025853] (1.07565, 2.40779) => 1.19195
[00025856] (7.37165, 2.21909) => 84.179
[00025857] (7.70886, 3.08339) => 543.168
[00025859] (3.52787, 4.39319) => 254.288
[00025862] (5.36483, 4.4265) => 1695.82
[00025865] (8.41242, 7.23332) => 4.90062e+06
[00025867] (5.78197, 8.64657) => 3.88458e+06
[00025872] (2.20667, 7.0093) => 256.656
[00025873] (7.23732, 5.94682) => 129346
[00025875] (4.93592, 4.00624) => 599.519
[00025879] (9.21133, 1.23503) => 15.5228
[00025882] (4.03718, 7.56284) => 38341.6
[00025886] (9.77279, 1.45913) => 27.8337
[00025891] (6.95894, 3.51697) => 918.756
[00025894] (3.53477, 1.65725) => 8.10531
[00025897] (9.90663, 2.1822) => 149.044
[00025900] (5.19513, 4.91123) => 3269.34
[00025903] (3.10176, 7.79366) => 6783.07
[00025904] (1.86157, 2.40638) => 4.46101
[00025906] (4.90583, 5.95754) => 13030.1
[00025910] (8.63157, 8.35338) => 6.59952e+07
[00025913] (3.46646, 4.81136) => 395.902
[00025914] (9.29611, 3.56945) => 2859.57
[00025915] (8.51537, 1.92846) => 62.2099
[00025917] (4.7333, 9.23459) => 1.71737e+06
[00025920] (5.46135, 7.56637) => 379041
[00025923] (9.17345, 4.62258) => 28143.8
[00025927] (5.31883, 2.62636) => 80.585
[00025933] (4.19772, 2.11791) => 20.8683
[00025937] (4.27629, 5.05948) => 1559.09
[00025940] (7.84903, 2.55613) => 193.76
[00025943] (8.09958, 2.65935) => 260.569
[00025947] (2.71282, 4.68199) => 106.973
[00025950] (9.0538, 2.80816) => 486.334
[00025955] (6.07046, 8.15826) => 2.45314e+06
[00025959] (9.31342, 4.19659) => 11666.8
[00025962] (5.69097, 7.90136) => 926816
[00025966] (9.47218, 2.49802) => 274.913
[00025970] (8.25177, 8.87426) => 1.36044e+08
[00025973] (8.64478, 7.42556) => 9.03496e+06
[00025978] (8.11425, 1.53343) => 24.7897
[00025981] (7.51858, 6.23845) => 292234
[00025985] (9.97507, 7.52982) => 3.32396e+07
[00025988] (6.79452, 5.10951) => 17861.6
[00025991] (4.76154, 2.26951) => 34.5265
[00025994] (5.9238, 7.10104) => 306385
[00025998] (4.37224, 7.02755) => 31811.3
[00026003] (1.41844, 4.61509) => 5.019
[00026006] (4.86735, 2.63223) => 64.4331
[00026009] (3.4242, 2.4526) => 20.4673
[00026014] (7.85895, 3.78787) => 2463.34
[00026017] (8.63621, 4.1234) => 7258.3
[00026020] (5.56669, 7.93152) => 819820
[00026023] (9.44977, 9.01024) => 6.14861e+08
[00026026] (3.82463, 9.12523) => 207138
[00026029] (7.29257, 1.8206) => 37.236
[00026033] (6.44397, 6.10417) => 86938.7
[00026036] (3.56132, 2.13179) => 14.994
[00026039] (1.86031, 3.88775) => 11.1707
[00026042] (7.12, 4.97593) => 17453.3
[00026045] (3.04066, 6.70306) => 1727.28
[00026049] (1.49725, 2.44928) => 2.68747
[00026052] (7.66341, 6.56804) => 644052
[00026060] (3.68587, 7.44025) => 16413.4
[00026063] (8.69138, 3.44977) => 1736.37
[00026064] (9.44379, 9.44006) => 1.60489e+09
[00026066] (9.7488, 3.21719) => 1519.29
[00026069] (2.56528, 8.46568) => 2908.04
[00026072] (9.13918, 2.04112) => 91.4795
[00026075] (4.49034, 3.84025) => 319.826
[00026078] (7.76025, 5.10683) => 35030.6
[00026083] (5.31309, 6.75708) => 79658.2
[00026086] (1.58298, 5.65837) => 13.4494
[00026089] (5.37544, 6.89844) => 109324
[00026092] (3.45525, 2.70973) => 28.7828
[00026095] (5.42735, 3.28401) => 258.459
[00026096] (8.64057, 2.064) => 85.709
[00026100] (4.46683, 3.24571) => 128.738
[00026103] (2.05595, 3.80349) => 15.5074
[00026106] (1.89661, 3.92937) => 12.3674
[00026109] (4.82288, 4.44216) => 1084.81
[00026113] (1.78463, 3.71573) => 8.60371
[00026115] (8.17833, 7.4618) => 6.45842e+06
[00026118] (4.74279, 5.94426) => 10435.6
[00026121] (1.60714, 9.94826) => 112.168
[00026124] (8.01785, 6.78961) => 1.37466e+06
[00026127] (2.06147, 1.30996) => 2.57964
[00026128] (6.65003, 7.12365) => 726957
[00026131] (1.50303, 5.66907) => 10.0749
[00026133] (6.08664, 6.34304) => 94480.2
[00026136] (3.00305, 2.37027) => 13.5503
[00026139] (3.25281, 9.68347) => 91293.4
[00026142] (8.6581, 7.84854) => 2.2772e+07
[00026148] (6.51254, 3.44529) => 636.221
[00026149] (4.1046, 5.27708) => 1722.96
[00026154] (3.30164, 7.60499) => 8809.11
[00026156] (5.65938, 6.20918) => 47214.7
[00026161] (5.53653, 1.78789) => 21.3219
[00026165] (5.39, 5.20719) => 6449.44
[00026168] (7.96172, 9.02441) => 1.35225e+08
[00026171] (4.52362, 1.95385) => 19.0863
[00026174] (5.25974, 7.31532) => 187969
[00026177] (2.54075, 1.08609) => 2.75311
[00026180] (9.5309, 4.88391) => 60534.5
[00026183] (1.41476, 8.60268) => 19.7818
[00026188] (2.52853, 4.49073) => 64.4421
[00026191] (3.83392, 4.96422) => 789.465
[00026192] (2.20979, 8.41853) => 792.382
[00026194] (3.59743, 1.5384) => 7.16698
[00026197] (9.21718, 3.99213) => 7092.56
[00026201] (3.67122, 6.23566) => 3326.31
[00026203] (5.87026, 5.68395) => 23388.8
[00026206] (4.81898, 5.21065) => 3619.43
[00026211] (4.23342, 8.61687) => 251257
[00026216] (2.22518, 2.44502) => 7.06827
[00026219] (6.65743, 4.35413) => 3844
[00026222] (3.98944, 3.36732) => 105.551
[00026227] (8.824, 4.2791) => 11132.5
[00026230] (8.59573, 5.35792) => 101347
[00026233] (5.25066, 4.28446) => 1218.23
[00026237] (8.39799, 3.10756) => 744.618
[00026241] (8.68581, 2.12462) => 98.7672
[00026245] (1.79399, 2.9081) => 5.47186
[00026248] (8.36649, 3.15381) => 811.941
[00026251] (7.09979, 1.85673) => 38.0658
[00026253] (9.58157, 1.12154) => 12.6101
[00026257] (1.61605, 6.18394) => 19.4568
[00026260] (3.21112, 7.88049) => 9833.29
[00026261] (4.81361, 3.51239) => 249.519
[00026262] (9.71728, 1.07381) => 11.4931
[00026267] (3.72213, 7.77564) => 27432.7
[00026269] (6.64908, 7.58156) => 1.72909e+06
[00026274] (5.59509, 9.74233) => 1.92924e+07
[00026277] (1.27999, 9.55406) => 10.5744
[00026280] (6.89546, 5.09925) => 18881.7
[00026283] (6.24615, 3.27196) => 401.061
[00026286] (8.89063, 2.70023) => 365.034
[00026291] (8.12445, 1.84903) => 48.1096
[00026295] (9.95718, 8.28771) => 1.87182e+08
[00026297] (7.56869, 6.91535) => 1.19878e+06
[00026300] (1.71856, 3.81393) => 7.88679
[00026303] (4.1779, 4.28803) => 459.93
[00026304] (5.47469, 6.51902) => 65069.4
[00026306] (7.97867, 6.27944) => 460912
[00026309] (1.01862, 6.99596) => 1.13779
[00026312] (6.10304, 6.20515) => 74891.7
[00026315] (4.36295, 2.59101) => 45.4649
[00026317] (7.00005, 1.93061) => 42.8114
[00026322] (1.94687, 1.16495) => 2.17302
[00026325] (2.1694, 3.76008) => 18.3935
[00026328] (3.69202, 4.33136) => 286.435
[00026332] (3.04278, 1.58321) => 5.82265
[00026335] (4.89429, 6.32233) => 22932.3
[00026336] (6.62245, 6.52341) => 226903
[00026339] (6.84752, 8.03764) => 5.19661e+06
[00026342] (9.80748, 5.00472) => 91720.8
[00026345] (9.65779, 4.36096) => 19724.9
[00026348] (9.32719, 7.32793) => 1.27722e+07
[00026351] (8.85575, 6.47087) => 1.34701e+06
[00026352] (7.38247, 9.80217) => 3.23783e+08
[00026354] (5.81853, 3.14632) => 254.886
[00026357] (6.91296, 9.86841) => 1.93264e+08
[00026360] (7.34326, 5.07309) => 24701.8
[00026363] (2.37142, 1.30815) => 3.09433
[00026366] (5.19802, 8.10389) => 632508
[00026371] (3.6307, 8.08117) => 33525.9
[00026374] (7.12607, 9.83278) => 2.4316e+08
[00026379] (5.62939, 8.20672) => 1.44154e+06
[00026382] (4.60924, 7.64729) => 118841
[00026387] (9.41591, 9.6432) => 2.4612e+09
[00026390] (7.66067, 2.14868) => 79.434
[00026393] (3.94383, 5.69836) => 2487.47
[00026396] (1.44257, 5.76238) => 8.26047
[00026399] (4.943, 5.25048) => 4403.36
[00026400] (4.25262, 7.46271) => 49145.5
[00026402] (5.71779, 8.2316) => 1.71082e+06
[00026405] (5.19006, 5.5425) => 9201.23
[00026408] (5.59563, 6.26217) => 48212.1
[00026411] (8.98496, 4.93163) => 50395.3
[00026414] (1.88156, 3.11506) => 7.16376
[00026418] (5.32954, 1.07346) => 6.0266
[00026419] (3.56406, 3.11197) => 52.1957
[00026421] (2.80482, 8.71775) => 8030.05
[00026424] (6.80737, 4.64241) => 7362.59
[00026427] (9.98803, 3.63248) => 4271.59
[00026430] (6.94026, 8.88445) => 2.98647e+07
[00026434] (8.03095, 5.71016) => 146678
[00026437] (2.46724, 2.94272) => 14.2616
[00026440] (7.03848, 4.44837) => 5887.03
[00026443] (7.37657, 4.62422) => 10307.5
[00026446] (1.4443, 2.79388) => 2.79294
[00026450] (2.15536, 3.39489) => 13.56
[00026453] (2.59319, 3.65876) => 32.6678
[00026456] (7.71626, 2.80878) => 310.834
[00026459] (3.82376, 5.02601) => 846.46
[00026462] (3.37258, 6.49289) => 2679.17
[00026467] (7.88068, 4.96181) => 28091.5
[00026470] (9.4711, 5.78733) => 447460
[00026474] (9.50757, 3.36796) => 1968.32
[00026476] (8.42377, 5.93657) => 312125
[00026479] (4.76509, 1.35277) => 8.26564
[00026480] (7.00829, 2.84562) => 254.854
[00026483] (1.9892, 6.02872) => 63.1911
[00026485] (3.701, 7.15915) => 11713.4
[00026488] (7.85409, 7.73438) => 8.37556e+06
[00026490] (2.65305, 8.08626) => 2670.04
[00026491] (9.10467, 9.11586) => 5.55287e+08
[00026494] (4.64543, 4.30943) => 749.029
[00026497] (4.00712, 6.29158) => 6205.32
[00026500] (1.67011, 2.8395) => 4.29024
[00026503] (1.34244, 2.54932) => 2.11857
[00026506] (1.68015, 3.4307) => 5.9307
[00026511] (2.55956, 3.82294) => 36.3404
[00026512] (5.70338, 6.78422) => 134825
[00026515] (6.04345, 8.37027) => 3.46385e+06
[00026518] (4.37828, 4.84288) => 1275.73
[00026520] (2.1631, 1.32453) => 2.77855
[00026523] (6.66565, 8.73669) => 1.57638e+07
[00026527] (9.42828, 8.50301) => 1.93021e+08
[00026528] (5.95581, 1.388) => 11.9019
[00026530] (3.50539, 3.96942) => 145.307
[00026533] (3.90906, 6.65321) => 8693.19
[00026536] (3.36248, 1.66643) => 7.54465
[00026537] (4.37787, 3.98938) => 361.61
[00026540] (5.19081, 7.88753) => 437962
[00026543] (6.26934, 1.00939) => 6.37835
[00026544] (2.06516, 5.30732) => 46.9416
[00026545] (8.27443, 7.86059) => 1.63667e+07
[00026546] (9.06707, 5.94205) => 489011
[00026547] (9.21281, 1.78534) => 52.695
[00026549] (7.7314, 3.16307) => 645.095
[00026552] (8.96861, 2.50003) => 240.9
[00026555] (1.81573, 6.54275) => 49.5344
[00026558] (7.4269, 3.26672) => 699.335
[00026567] (8.1716, 7.56288) => 7.93717e+06
[00026570] (5.61722, 9.7058) => 1.88237e+07
[00026574] (1.49002, 6.34269) => 12.546
[00026577] (4.62632, 5.88703) => 8246.38
[00026581] (5.3742, 1.23731) => 8.00988
[00026584] (7.01733, 5.41835) => 38446.1
[00026586] (5.81523, 7.32487) => 398435
[00026590] (8.64546, 4.91733) => 40410.6
[00026593] (2.69078, 5.54355) => 241.575
[00026596] (4.11181, 2.28448) => 25.278
[00026599] (4.27733, 3.9532) => 312.718
[00026602] (8.39895, 4.39916) => 11636.2
[00026606] (8.81003, 1.36354) => 19.432
[00026609] (7.69092, 1.68921) => 31.3763
[00026614] (1.50123, 9.29337) => 43.6303
[00026617] (1.31646, 7.4769) => 7.81267
[00026620] (5.75568, 4.33216) => 1962.74
[00026621] (2.07739, 6.02813) => 82.0432
[00026624] (1.83741, 9.05233) => 246.428
[00026628] (9.28936, 5.05252) => 77761.5
[00026631] (8.24654, 1.30693) => 15.7582
[00026634] (8.72568, 4.4234) => 14505.6
[00026638] (6.37092, 6.13539) => 85919.4
[00026644] (1.50634, 9.09371) => 41.493
[00026646] (7.88709, 9.39209) => 2.65412e+08
[00026651] (3.61254, 4.81485) => 485.046
[00026656] (8.44855, 5.75358) => 214939
[00026661] (2.37656, 9.006) => 2431.02
[00026665] (5.03817, 4.15057) => 821.917
[00026667] (7.38435, 4.35106) => 5999
[00026672] (7.95347, 8.3588) => 3.36957e+07
[00026675] (4.29563, 2.33992) => 30.2853
[00026678] (4.51387, 8.52427) => 379799
[00026682] (6.72111, 9.97092) => 1.77971e+08
[00026686] (4.79284, 7.67091) => 166252
[00026689] (2.58917, 6.64492) => 556.444
[00026692] (5.74081, 6.95533) => 190070
[00026696] (4.11943, 3.65997) => 177.945
[00026699] (4.32578, 9.44302) => 1.01477e+06
[00026704] (6.09122, 2.59669) => 109.052
[00026707] (3.06009, 6.7058) => 1808.13
[00026709] (6.41044, 6.04239) => 75080.9
[00026712] (4.95203, 1.64822) => 13.9688
[00026715] (7.06957, 6.19758) => 183730
[00026720] (5.74298, 6.32174) => 62960.2
[00026723] (5.66765, 8.24937) => 1.64097e+06
[00026725] (1.98057, 8.62349) => 362.547
[00026728] (4.08514, 6.88912) => 16243.6
[00026731] (1.29564, 5.71558) => 4.39447
[00026736] (9.6234, 6.15147) => 1.11923e+06
[00026739] (7.70626, 6.28175) => 372328
[00026743] (1.93142, 1.12693) => 2.09973
[00026745] (2.88235, 5.82773) => 477.837
[00026748] (5.28623, 5.5047) => 9565.3
[00026749] (4.32317, 9.77081) => 1.63041e+06
[00026750] (2.62353, 7.09291) => 935.664
[00026753] (5.00175, 1.5248) => 11.6419
[00026755] (3.15019, 5.74417) => 728.668
[00026758] (3.75399, 9.05781) => 159825
[00026761] (9.83494, 3.11739) => 1244.11
[00026764] (6.89314, 1.55701) => 20.2034
[00026765] (9.40426, 7.92567) => 5.17907e+07
[00026767] (5.82383, 7.5205) => 568525
[00026770] (8.92231, 9.07046) => 4.18086e+08
[00026774] (9.04659, 9.24457) => 6.95492e+08
[00026776] (2.29088, 9.30562) => 2238.98
[00026780] (7.30155, 3.66781) => 1468.39
[00026781] (1.19614, 9.8396) => 5.8256
[00026783] (8.76668, 3.9793) => 5647.05
[00026785] (8.75224, 5.76951) => 272628
[00026786] (6.51003, 1.87681) => 33.6468
[00026789] (4.70792, 6.19878) => 14815.6
[00026792] (8.44094, 7.91134) => 2.133e+07
[00026795] (3.15153, 6.72882) => 2261.83
[00026796] (4.4526, 8.15375) => 194373
[00026798] (4.3131, 1.03804) => 4.55973
[00026801] (3.44759, 9.80325) => 185949
[00026802] (9.16761, 4.19233) => 10816.6
[00026805] (4.1144, 2.73957) => 48.1877
[00026807] (1.92711, 3.66779) => 11.0912
[00026810] (3.12626, 1.59702) => 6.17401
[00026815] (3.01629, 9.6269) => 41290.1
[00026816] (3.67859, 1.57582) => 7.78772
[00026818] (6.20642, 6.89731) => 294083
[00026821] (7.98613, 1.61596) => 28.7172
[00026824] (2.27338, 5.33063) => 79.6679
[00026827] (1.81591, 8.2191) => 134.747
[00026828] (5.65706, 3.9958) => 1016.71
[00026832] (6.10308, 6.16103) => 69149.5
[00026835] (4.52555, 5.17031) => 2454.86
[00026838] (9.40982, 4.49462) => 23761.5
[00026841] (2.76864, 3.72274) => 44.3038
